unit procedure,sampling point,parameter name,parameter detail,mfg_site_bldg,report_site,edmq_method,run number,batch number,date of manufacture,process start,parameter date,local id,value_text(reported),value_num(recorded/full precision),uom,lal,ual,lcl,ucl,lrl,ucl,cl,nel1,nel2,nel3,nel4,ppk,rep,control_precision,action_precision,rejection_precision,scale,summary table,disposition_date,result type,source_system,ctrl_violation,action_violation,rej_violation
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010252429,0010252429,2015-08-13 00:00:00,2015-07-23 00:00:00,2015-08-13 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010252430,0010252430,2015-08-20 00:00:00,2015-07-30 00:00:00,2015-08-20 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010252431,0010252431,2015-08-27 00:00:00,2015-08-06 00:00:00,2015-08-27 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010259881,0010259881,2015-09-03 00:00:00,2015-08-19 00:00:00,2015-09-03 00:00:00,.,3.95,3.950000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257909,0010257909,2015-09-11 00:00:00,2015-09-04 00:00:00,2015-09-11 00:00:00,.,3.96,3.960000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010259882,0010259882,2015-09-17 00:00:00,2015-08-19 00:00:00,2015-09-17 00:00:00,.,3.94,3.940000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010258983,0010258983,2015-09-24 00:00:00,2015-09-01 00:00:00,2015-09-24 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010259883,0010259883,2015-10-01 00:00:00,2015-08-25 00:00:00,2015-10-01 00:00:00,.,3.94,3.940000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257910,0010257910,2015-10-08 00:00:00,2015-09-15 00:00:00,2015-10-08 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257908,0010257908,2015-10-15 00:00:00,2015-09-22 00:00:00,2015-10-15 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257911,0010257911,2015-10-22 00:00:00,2015-09-29 00:00:00,2015-10-22 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257912,0010257912,2015-10-30 00:00:00,2015-10-06 00:00:00,2015-10-30 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010252432,0010252432,2015-11-06 00:00:00,2015-10-13 00:00:00,2015-11-06 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265755,0010265755,2015-11-13 00:00:00,2015-10-15 00:00:00,2015-11-13 00:00:00,.,3.86,3.860000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257906,0010257906,2015-11-18 00:00:00,2015-10-20 00:00:00,2015-11-18 00:00:00,.,3.94,3.940000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265756,0010265756,2015-11-20 00:00:00,2015-10-22 00:00:00,2015-11-20 00:00:00,.,3.98,3.980000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010257907,0010257907,2015-11-24 00:00:00,2015-10-29 00:00:00,2015-11-24 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265757,0010265757,2015-12-04 00:00:00,2015-10-29 00:00:00,2015-12-04 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265758,0010265758,2015-12-10 00:00:00,2015-11-17 00:00:00,2015-12-10 00:00:00,.,3.98,3.980000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265759,0010265759,2015-12-16 00:00:00,2015-11-24 00:00:00,2015-12-16 00:00:00,.,3.99,3.990000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265761,0010265761,2015-12-18 00:00:00,2015-11-25 00:00:00,2015-12-18 00:00:00,.,3.98,3.980000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010265760,0010265760,2015-12-22 00:00:00,2015-12-01 00:00:00,2015-12-22 00:00:00,.,3.95,3.950000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010273958,0010273958,2016-01-27 00:00:00,2016-01-08 00:00:00,2016-01-27 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010273959,0010273959,2016-01-29 00:00:00,2016-01-08 00:00:00,2016-01-29 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276432,0010276432,2016-02-03 00:00:00,2016-01-14 00:00:00,2016-02-03 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276433,0010276433,2016-02-05 00:00:00,2016-01-14 00:00:00,2016-02-05 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276434,0010276434,2016-02-10 00:00:00,2016-01-21 00:00:00,2016-02-10 00:00:00,.,3.98,3.980000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276435,0010276435,2016-02-12 00:00:00,2016-01-20 00:00:00,2016-02-12 00:00:00,.,3.98,3.980000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276436,0010276436,2016-02-17 00:00:00,2016-01-28 00:00:00,2016-02-17 00:00:00,.,3.96,3.960000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276437,0010276437,2016-02-19 00:00:00,2016-01-28 00:00:00,2016-02-19 00:00:00,.,3.94,3.940000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276438,0010276438,2016-02-24 00:00:00,2016-02-02 00:00:00,2016-02-24 00:00:00,.,3.95,3.950000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276439,0010276439,2016-02-26 00:00:00,2016-02-02 00:00:00,2016-02-26 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276440,0010276440,2016-03-02 00:00:00,2016-02-11 00:00:00,2016-03-02 00:00:00,.,3.95,3.950000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276441,0010276441,2016-03-04 00:00:00,2016-02-11 00:00:00,2016-03-04 00:00:00,.,3.95,3.950000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010280751,0010280751,2016-03-09 00:00:00,2016-02-16 00:00:00,2016-03-09 00:00:00,.,3.99,3.990000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276445,0010276445,2016-03-11 00:00:00,2016-02-16 00:00:00,2016-03-11 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276446,0010276446,2016-03-16 00:00:00,2016-03-02 00:00:00,2016-03-16 00:00:00,.,4.04,4.040000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276447,0010276447,2016-03-18 00:00:00,2016-02-25 00:00:00,2016-03-18 00:00:00,.,3.99,3.990000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276448,0010276448,2016-04-01 00:00:00,2016-03-08 00:00:00,2016-04-01 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010276449,0010276449,2016-04-07 00:00:00,2016-03-15 00:00:00,2016-04-07 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010283796,0010283796,2016-04-14 00:00:00,2016-03-24 00:00:00,2016-04-14 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010283797,0010283797,2016-04-21 00:00:00,2016-04-03 00:00:00,2016-04-21 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010283798,0010283798,2016-04-28 00:00:00,2016-04-05 00:00:00,2016-04-28 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287044,0010287044,2016-05-04 00:00:00,2016-04-12 00:00:00,2016-05-04 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287045,0010287045,2016-05-06 00:00:00,2016-04-14 00:00:00,2016-05-06 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287046,0010287046,2016-05-11 00:00:00,2016-04-20 00:00:00,2016-05-11 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287047,0010287047,2016-05-13 00:00:00,2016-04-21 00:00:00,2016-05-13 00:00:00,.,3.99,3.990000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287048,0010287048,2016-05-18 00:00:00,2016-04-30 00:00:00,2016-05-18 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287049,0010287049,2016-05-20 00:00:00,2016-04-28 00:00:00,2016-05-20 00:00:00,.,3.99,3.990000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287050,0010287050,2016-05-25 00:00:00,2016-05-05 00:00:00,2016-05-25 00:00:00,.,3.96,3.960000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287051,0010287051,2016-05-27 00:00:00,2016-05-10 00:00:00,2016-05-27 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287052,0010287052,2016-05-31 00:00:00,2016-05-25 00:00:00,2016-05-31 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287053,0010287053,2016-06-02 00:00:00,2016-05-26 00:00:00,2016-06-02 00:00:00,.,3.96,3.960000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010288597,0010288597,2016-06-10 00:00:00,2016-05-03 00:00:00,2016-06-10 00:00:00,.,3.94,3.940000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290459,0010290459,2016-06-16 00:00:00,2016-05-24 00:00:00,2016-06-16 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290460,0010290460,2016-06-24 00:00:00,2016-05-24 00:00:00,2016-06-24 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290461,0010290461,2016-06-29 00:00:00,2016-06-06 00:00:00,2016-06-29 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010295548,0010295548,2016-07-01 00:00:00,2016-06-09 00:00:00,2016-07-01 00:00:00,.,4.00,4.000000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010287054,0010287054,2016-07-08 00:00:00,2016-06-15 00:00:00,2016-07-08 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290452,0010290452,2016-07-12 00:00:00,2016-06-26 00:00:00,2016-07-12 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290453,0010290453,2016-08-03 00:00:00,2016-07-13 00:00:00,2016-08-03 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290454,0010290454,2016-08-10 00:00:00,2016-07-26 00:00:00,2016-08-10 00:00:00,.,4.01,4.010000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290455,0010290455,2016-08-12 00:00:00,2016-07-29 00:00:00,2016-08-12 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290456,0010290456,2016-08-17 00:00:00,2016-08-01 00:00:00,2016-08-17 00:00:00,.,3.97,3.970000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010290457,0010290457,2016-08-19 00:00:00,2016-08-02 00:00:00,2016-08-19 00:00:00,.,4.03,4.030000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010301941,0010301941,2016-08-24 00:00:00,2016-08-02 00:00:00,2016-08-24 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
PRJU:APR7-DS-AML,.,pH,PRDS-001009,PRJU:APR7,AML,MET-001215,0010301942,0010301942,2016-08-26 00:00:00,2016-08-03 00:00:00,2016-08-26 00:00:00,.,4.02,4.020000000000000,                                        ,3.600000000000000,4.400000000000000,3.850000000000000,4.140000000000000,.,.,3.990000000000000,Y,Y,Y,Y,Y,I,.,.,.,LIN,.,.,Number,SMLIMS,.,.,.
